person_id,acct_id,target_id,target_type,platform,granted_at,granted_by,is_direct
ID-0079,acct-okt-ID-0079-918522,grp-okt-007,group,okta,2025-11-13T12:25:03.480259,system,True
ID-0079,acct-aws-ID-0079-d48c88,grp-aws-004,group,aws_iam,2026-02-12T12:25:03.480259,system,True
ID-0079,acct-aws-ID-0079-d48c88,grp-aws-002,group,aws_iam,2026-05-09T12:25:03.480259,system,True
ID-0079,acct-aws-ID-0079-d48c88,grp-aws-009,group,aws_iam,2025-12-12T12:25:03.480259,system,True
ID-0080,acct-sal-ID-0080-253bd9,grp-sal-003,group,salesforce,2026-02-25T12:25:03.480259,system,True
ID-0080,acct-azu-ID-0080-2fe2dc,grp-azu-000,group,azure_ad,2025-11-16T12:25:03.480259,system,True
ID-0080,acct-okt-ID-0080-cbefbf,grp-okt-003,group,okta,2026-04-29T12:25:03.480259,system,True
ID-0080,acct-act-ID-0080-b3eb94,grp-act-002,group,active_directory,2025-07-09T12:25:03.480259,system,True
ID-0080,acct-act-ID-0080-b3eb94,grp-act-006,group,active_directory,2026-04-08T12:25:03.480259,system,True
ID-0081,acct-aws-ID-0081-475398,grp-aws-009,group,aws_iam,2026-04-30T12:25:03.480259,system,True
ID-0081,acct-aws-ID-0081-475398,grp-aws-007,group,aws_iam,2026-04-10T12:25:03.480259,system,True
ID-0081,acct-sal-ID-0081-c169e8,grp-sal-003,group,salesforce,2025-07-25T12:25:03.480259,system,True
ID-0081,acct-sal-ID-0081-c169e8,grp-sal-002,group,salesforce,2026-05-08T12:25:03.480259,system,True
ID-0081,acct-azu-ID-0081-a6675b,grp-azu-005,group,azure_ad,2025-07-18T12:25:03.480259,system,True
ID-0081,acct-azu-ID-0081-a6675b,grp-azu-004,group,azure_ad,2026-01-17T12:25:03.480259,system,True
ID-0081,acct-azu-ID-0081-a6675b,grp-azu-002,group,azure_ad,2026-03-07T12:25:03.480259,system,True
ID-0082,acct-okt-ID-0082-8bbbb1,grp-okt-009,group,okta,2026-06-14T12:25:03.480259,system,True
ID-0082,acct-okt-ID-0082-8bbbb1,grp-okt-001,group,okta,2025-12-18T12:25:03.480259,system,True
ID-0082,acct-ser-ID-0082-bf392b,grp-ser-003,group,servicenow,2026-05-14T12:25:03.480259,system,True
ID-0082,acct-ser-ID-0082-bf392b,grp-ser-002,group,servicenow,2026-06-12T12:25:03.480259,system,True
ID-0082,acct-ser-ID-0082-bf392b,grp-ser-001,group,servicenow,2025-08-24T12:25:03.480259,system,True
ID-0083,acct-git-ID-0083-c608b6,grp-git-001,group,github,2026-04-03T12:25:03.480259,system,True
ID-0083,acct-git-ID-0083-c608b6,grp-git-005,group,github,2026-01-29T12:25:03.480259,system,True
ID-0083,acct-aws-ID-0083-41e243,grp-aws-003,group,aws_iam,2025-07-23T12:25:03.480259,system,True
ID-0083,acct-aws-ID-0083-41e243,grp-aws-002,group,aws_iam,2025-07-07T12:25:03.480259,system,True
ID-0083,acct-aws-ID-0083-41e243,grp-aws-005,group,aws_iam,2025-07-26T12:25:03.480259,system,True
ID-0083,acct-ser-ID-0083-2e4a27,grp-ser-005,group,servicenow,2025-11-10T12:25:03.480259,system,True
ID-0083,acct-ser-ID-0083-2e4a27,grp-ser-001,group,servicenow,2026-04-22T12:25:03.480259,system,True
ID-0084,acct-act-ID-0084-05d8a4,grp-act-002,group,active_directory,2025-09-26T12:25:03.480259,system,True
ID-0084,acct-sal-ID-0084-1cb273,grp-sal-001,group,salesforce,2026-04-21T12:25:03.480259,system,True
ID-0084,acct-sal-ID-0084-1cb273,grp-sal-005,group,salesforce,2026-06-05T12:25:03.480259,system,True
ID-0085,acct-sal-ID-0085-ba98fe,grp-sal-002,group,salesforce,2026-04-01T12:25:03.480259,system,True
ID-0085,acct-sal-ID-0085-ba98fe,grp-sal-000,group,salesforce,2026-02-10T12:25:03.480259,system,True
ID-0085,acct-sal-ID-0085-ba98fe,grp-sal-003,group,salesforce,2026-04-29T12:25:03.480259,system,True
ID-0085,acct-git-ID-0085-4ac3be,grp-git-000,group,github,2025-12-16T12:25:03.480259,system,True
ID-0085,acct-git-ID-0085-4ac3be,grp-git-007,group,github,2025-12-06T12:25:03.480259,system,True
ID-0085,acct-git-ID-0085-4ac3be,grp-git-006,group,github,2026-04-05T12:25:03.480259,system,True
ID-0085,acct-act-ID-0085-cda16c,grp-act-006,group,active_directory,2026-01-08T12:25:03.480259,system,True
ID-0085,acct-act-ID-0085-cda16c,grp-act-003,group,active_directory,2026-02-02T12:25:03.480259,system,True
ID-0085,acct-act-ID-0085-cda16c,grp-act-005,group,active_directory,2026-05-12T12:25:03.480259,system,True
ID-0086,acct-ser-ID-0086-6eb20a,grp-ser-003,group,servicenow,2026-01-12T12:25:03.480259,system,True
ID-0086,acct-git-ID-0086-ae0b28,grp-git-005,group,github,2026-01-16T12:25:03.480259,system,True
ID-0087,acct-sal-ID-0087-8a66ca,grp-sal-003,group,salesforce,2025-12-25T12:25:03.480259,system,True
ID-0087,acct-git-ID-0087-35e9f4,grp-git-006,group,github,2025-09-22T12:25:03.480259,system,True
ID-0088,acct-act-ID-0088-aa89b4,grp-act-005,group,active_directory,2026-04-13T12:25:03.480259,system,True
ID-0088,acct-act-ID-0088-aa89b4,grp-act-007,group,active_directory,2025-07-29T12:25:03.480259,system,True
ID-0088,acct-act-ID-0088-aa89b4,grp-act-001,group,active_directory,2025-12-01T12:25:03.480259,system,True
ID-0088,acct-azu-ID-0088-85c92e,grp-azu-003,group,azure_ad,2026-02-19T12:25:03.480259,system,True
ID-0089,acct-okt-ID-0089-e49b51,grp-okt-009,group,okta,2026-03-28T12:25:03.480259,system,True
ID-0089,acct-aws-ID-0089-9ef690,grp-aws-001,group,aws_iam,2026-03-06T12:25:03.480259,system,True
ID-0089,acct-aws-ID-0089-9ef690,grp-aws-008,group,aws_iam,2025-11-01T12:25:03.480259,system,True
ID-0089,acct-azu-ID-0089-c838e4,grp-azu-000,group,azure_ad,2026-01-16T12:25:03.480259,system,True
ID-0090,acct-sal-ID-0090-ba363d,grp-sal-000,group,salesforce,2026-03-23T12:25:03.480259,system,True
ID-0090,acct-sal-ID-0090-ba363d,grp-sal-005,group,salesforce,2026-06-05T12:25:03.480259,system,True
ID-0090,acct-sal-ID-0090-ba363d,grp-sal-002,group,salesforce,2025-11-25T12:25:03.480259,system,True
ID-0090,acct-azu-ID-0090-71af1e,grp-azu-001,group,azure_ad,2026-04-10T12:25:03.480259,system,True
ID-0090,acct-azu-ID-0090-71af1e,grp-azu-000,group,azure_ad,2026-04-19T12:25:03.480259,system,True
ID-0090,acct-azu-ID-0090-71af1e,grp-azu-003,group,azure_ad,2026-06-14T12:25:03.480259,system,True
ID-0091,acct-sal-ID-0091-c9405e,grp-sal-000,group,salesforce,2025-07-25T12:25:03.480259,system,True
ID-0091,acct-ser-ID-0091-df9e6c,grp-ser-000,group,servicenow,2025-08-31T12:25:03.480259,system,True
ID-0091,acct-ser-ID-0091-df9e6c,grp-ser-005,group,servicenow,2025-11-11T12:25:03.480259,system,True
ID-0091,acct-act-ID-0091-5a6cf7,grp-act-006,group,active_directory,2026-03-17T12:25:03.480259,system,True
ID-0091,acct-act-ID-0091-5a6cf7,grp-act-002,group,active_directory,2026-01-31T12:25:03.480259,system,True
ID-0092,acct-okt-ID-0092-560ce1,grp-okt-004,group,okta,2026-03-10T12:25:03.480259,system,True
ID-0092,acct-ser-ID-0092-5110a9,grp-ser-004,group,servicenow,2025-10-15T12:25:03.480259,system,True
ID-0092,acct-ser-ID-0092-5110a9,grp-ser-000,group,servicenow,2025-12-26T12:25:03.480259,system,True
ID-0092,acct-ser-ID-0092-5110a9,grp-ser-003,group,servicenow,2025-09-04T12:25:03.480259,system,True
ID-0092,acct-git-ID-0092-9ac653,grp-git-000,group,github,2026-06-05T12:25:03.480259,system,True
ID-0093,acct-azu-ID-0093-c91fba,grp-azu-002,group,azure_ad,2026-05-23T12:25:03.480259,system,True
ID-0093,acct-act-ID-0093-893220,grp-act-002,group,active_directory,2025-06-28T12:25:03.480259,system,True
ID-0093,acct-act-ID-0093-893220,grp-act-009,group,active_directory,2025-12-19T12:25:03.480259,system,True
ID-0094,acct-azu-ID-0094-528d90,grp-azu-000,group,azure_ad,2026-02-28T12:25:03.480259,system,True
ID-0094,acct-okt-ID-0094-828513,grp-okt-005,group,okta,2026-04-15T12:25:03.480259,system,True
ID-0094,acct-git-ID-0094-c27609,grp-git-002,group,github,2026-04-09T12:25:03.480259,system,True
ID-0094,acct-aws-ID-0094-07b13c,grp-aws-005,group,aws_iam,2026-04-30T12:25:03.480259,system,True
ID-0095,acct-ser-ID-0095-f3fbc8,grp-ser-005,group,servicenow,2025-08-10T12:25:03.480259,system,True
ID-0095,acct-sal-ID-0095-066ef1,grp-sal-002,group,salesforce,2026-06-20T12:25:03.480259,system,True
ID-0095,acct-sal-ID-0095-066ef1,grp-sal-005,group,salesforce,2025-06-26T12:25:03.480259,system,True
ID-0095,acct-okt-ID-0095-ec81e4,grp-okt-002,group,okta,2025-08-11T12:25:03.480259,system,True
ID-0096,acct-act-ID-0096-13f20f,grp-act-005,group,active_directory,2026-03-05T12:25:03.480259,system,True
ID-0096,acct-azu-ID-0096-318558,grp-azu-002,group,azure_ad,2025-11-08T12:25:03.480259,system,True
ID-0096,acct-azu-ID-0096-318558,grp-azu-000,group,azure_ad,2025-11-18T12:25:03.480259,system,True
ID-0096,acct-aws-ID-0096-ceb5f8,grp-aws-005,group,aws_iam,2025-10-18T12:25:03.480259,system,True
ID-0096,acct-aws-ID-0096-ceb5f8,grp-aws-008,group,aws_iam,2025-08-29T12:25:03.480259,system,True
ID-0096,acct-git-ID-0096-7c4df0,grp-git-001,group,github,2026-01-08T12:25:03.480259,system,True
ID-0096,acct-git-ID-0096-7c4df0,grp-git-006,group,github,2026-02-07T12:25:03.480259,system,True
ID-0097,acct-act-ID-0097-a2d0b0,grp-act-000,group,active_directory,2025-11-10T12:25:03.480259,system,True
ID-0097,acct-act-ID-0097-a2d0b0,grp-act-006,group,active_directory,2026-04-01T12:25:03.480259,system,True
ID-0097,acct-git-ID-0097-ef314a,grp-git-006,group,github,2025-09-17T12:25:03.480259,system,True
ID-0097,acct-ser-ID-0097-787f61,grp-ser-001,group,servicenow,2025-09-12T12:25:03.480259,system,True
ID-0097,acct-ser-ID-0097-787f61,grp-ser-000,group,servicenow,2025-10-12T12:25:03.480259,system,True
ID-0097,acct-aws-ID-0097-ae5538,grp-aws-006,group,aws_iam,2025-07-17T12:25:03.480259,system,True
ID-0098,acct-azu-ID-0098-8d70ec,grp-azu-002,group,azure_ad,2025-07-17T12:25:03.480259,system,True
ID-0098,acct-sal-ID-0098-e357b5,grp-sal-003,group,salesforce,2026-02-06T12:25:03.480259,system,True
ID-0098,acct-sal-ID-0098-e357b5,grp-sal-002,group,salesforce,2025-11-07T12:25:03.480259,system,True
ID-0099,acct-ser-ID-0099-63a325,grp-ser-003,group,servicenow,2025-12-04T12:25:03.480259,system,True
ID-0099,acct-ser-ID-0099-63a325,grp-ser-004,group,servicenow,2025-09-26T12:25:03.480259,system,True
ID-0099,acct-ser-ID-0099-63a325,grp-ser-001,group,servicenow,2025-11-18T12:25:03.480259,system,True
ID-0099,acct-sal-ID-0099-450aca,grp-sal-001,group,salesforce,2026-06-03T12:25:03.480259,system,True
ID-0099,acct-sal-ID-0099-450aca,grp-sal-003,group,salesforce,2025-10-06T12:25:03.480259,system,True
ID-0099,acct-sal-ID-0099-450aca,grp-sal-002,group,salesforce,2025-09-01T12:25:03.480259,system,True
ID-0100,acct-azu-ID-0100-303361,grp-azu-006,group,azure_ad,2025-08-20T12:25:03.480259,system,True
ID-0100,acct-ser-ID-0100-9906a4,grp-ser-003,group,servicenow,2026-01-05T12:25:03.480259,system,True
ID-0101,acct-git-ID-0101-174f53,grp-git-001,group,github,2025-11-22T12:25:03.480259,system,True
ID-0101,acct-git-ID-0101-174f53,grp-git-006,group,github,2026-02-05T12:25:03.480259,system,True
ID-0101,acct-git-ID-0101-174f53,grp-git-002,group,github,2025-12-06T12:25:03.480259,system,True
ID-0101,acct-ser-ID-0101-997475,grp-ser-001,group,servicenow,2025-08-08T12:25:03.480259,system,True
ID-0101,acct-sal-ID-0101-4397bb,grp-sal-003,group,salesforce,2026-05-26T12:25:03.480259,system,True
ID-0101,acct-okt-ID-0101-f45e36,grp-okt-005,group,okta,2025-10-12T12:25:03.480259,system,True
ID-0102,acct-okt-ID-0102-e75339,grp-okt-003,group,okta,2025-12-11T12:25:03.480259,system,True
ID-0102,acct-okt-ID-0102-e75339,grp-okt-006,group,okta,2026-05-23T12:25:03.480259,system,True
ID-0102,acct-aws-ID-0102-5f0a6a,grp-aws-008,group,aws_iam,2025-09-25T12:25:03.480259,system,True
ID-0102,acct-aws-ID-0102-5f0a6a,grp-aws-006,group,aws_iam,2025-09-02T12:25:03.480259,system,True
ID-0102,acct-sal-ID-0102-d36b19,grp-sal-000,group,salesforce,2025-12-18T12:25:03.480259,system,True
ID-0102,acct-ser-ID-0102-b23971,grp-ser-005,group,servicenow,2025-12-12T12:25:03.480259,system,True
ID-0102,acct-ser-ID-0102-b23971,grp-ser-000,group,servicenow,2025-10-13T12:25:03.480259,system,True
ID-0103,acct-ser-ID-0103-5751d1,grp-ser-001,group,servicenow,2026-03-03T12:25:03.480259,system,True
ID-0103,acct-aws-ID-0103-320ebb,grp-aws-006,group,aws_iam,2026-04-14T12:25:03.480259,system,True
ID-0103,acct-aws-ID-0103-320ebb,grp-aws-008,group,aws_iam,2025-07-24T12:25:03.480259,system,True
ID-0103,acct-aws-ID-0103-320ebb,grp-aws-000,group,aws_iam,2026-03-24T12:25:03.480259,system,True
ID-0104,acct-sal-ID-0104-e5faab,grp-sal-002,group,salesforce,2025-09-27T12:25:03.480259,system,True
ID-0104,acct-sal-ID-0104-e5faab,grp-sal-001,group,salesforce,2025-08-05T12:25:03.480259,system,True
ID-0104,acct-ser-ID-0104-049771,grp-ser-005,group,servicenow,2025-10-17T12:25:03.480259,system,True
ID-0104,acct-ser-ID-0104-049771,grp-ser-002,group,servicenow,2026-05-19T12:25:03.480259,system,True
ID-0104,acct-ser-ID-0104-049771,grp-ser-004,group,servicenow,2025-12-30T12:25:03.480259,system,True
ID-0104,acct-aws-ID-0104-4874d8,grp-aws-004,group,aws_iam,2026-02-17T12:25:03.480259,system,True
ID-0104,acct-aws-ID-0104-4874d8,grp-aws-003,group,aws_iam,2026-05-22T12:25:03.480259,system,True
ID-0105,acct-act-ID-0105-facc2a,grp-act-000,group,active_directory,2026-02-27T12:25:03.480259,system,True
ID-0105,acct-act-ID-0105-facc2a,grp-act-003,group,active_directory,2025-07-04T12:25:03.480259,system,True
ID-0105,acct-sal-ID-0105-917792,grp-sal-002,group,salesforce,2025-09-08T12:25:03.480259,system,True
ID-0105,acct-sal-ID-0105-917792,grp-sal-004,group,salesforce,2026-03-20T12:25:03.480259,system,True
ID-0105,acct-sal-ID-0105-917792,grp-sal-006,group,salesforce,2026-01-21T12:25:03.480259,system,True
ID-0105,acct-okt-ID-0105-31a147,grp-okt-008,group,okta,2025-12-21T12:25:03.480259,system,True
ID-0105,acct-okt-ID-0105-31a147,grp-okt-002,group,okta,2026-02-26T12:25:03.480259,system,True
ID-0105,acct-okt-ID-0105-31a147,grp-okt-005,group,okta,2026-01-14T12:25:03.480259,system,True
ID-0105,acct-aws-ID-0105-231aa6,grp-aws-001,group,aws_iam,2025-08-26T12:25:03.480259,system,True
ID-0105,acct-aws-ID-0105-231aa6,grp-aws-007,group,aws_iam,2025-08-27T12:25:03.480259,system,True
ID-0106,acct-okt-ID-0106-39bffc,grp-okt-003,group,okta,2025-09-02T12:25:03.480259,system,True
ID-0106,acct-git-ID-0106-0d01e4,grp-git-005,group,github,2026-05-22T12:25:03.480259,system,True
ID-0106,acct-git-ID-0106-0d01e4,grp-git-007,group,github,2026-06-18T12:25:03.480259,system,True
ID-0106,acct-aws-ID-0106-79ea7b,grp-aws-007,group,aws_iam,2025-11-10T12:25:03.480259,system,True
ID-0106,acct-ser-ID-0106-47bdb5,grp-ser-000,group,servicenow,2025-12-11T12:25:03.480259,system,True
ID-0107,acct-act-ID-0107-9e7875,grp-act-001,group,active_directory,2026-01-15T12:25:03.480259,system,True
ID-0107,acct-sal-ID-0107-261ebc,grp-sal-003,group,salesforce,2025-12-30T12:25:03.480259,system,True
ID-0107,acct-sal-ID-0107-261ebc,grp-sal-005,group,salesforce,2025-11-10T12:25:03.480259,system,True
ID-0107,acct-azu-ID-0107-a07c40,grp-azu-001,group,azure_ad,2026-02-26T12:25:03.480259,system,True
ID-0107,acct-git-ID-0107-4d37c1,grp-git-005,group,github,2025-12-10T12:25:03.480259,system,True
ID-0108,acct-sal-ID-0108-5a1027,grp-sal-000,group,salesforce,2026-02-11T12:25:03.480259,system,True
ID-0108,acct-sal-ID-0108-5a1027,grp-sal-003,group,salesforce,2025-10-21T12:25:03.480259,system,True
ID-0108,acct-sal-ID-0108-5a1027,grp-sal-005,group,salesforce,2025-06-26T12:25:03.480259,system,True
ID-0108,acct-act-ID-0108-99ac00,grp-act-006,group,active_directory,2025-08-06T12:25:03.480259,system,True
ID-0108,acct-act-ID-0108-99ac00,grp-act-001,group,active_directory,2025-08-14T12:25:03.480259,system,True
ID-0109,acct-ser-ID-0109-67409f,grp-ser-001,group,servicenow,2025-09-13T12:25:03.480259,system,True
ID-0109,acct-ser-ID-0109-67409f,grp-ser-002,group,servicenow,2025-10-09T12:25:03.480259,system,True
ID-0109,acct-ser-ID-0109-67409f,grp-ser-003,group,servicenow,2026-03-06T12:25:03.480259,system,True
ID-0109,acct-act-ID-0109-007ceb,grp-act-001,group,active_directory,2025-10-02T12:25:03.480259,system,True
ID-0109,acct-act-ID-0109-007ceb,grp-act-009,group,active_directory,2026-05-13T12:25:03.480259,system,True
ID-0109,acct-act-ID-0109-007ceb,grp-act-007,group,active_directory,2026-04-30T12:25:03.480259,system,True
ID-0110,acct-act-ID-0110-10e3ab,grp-act-005,group,active_directory,2026-05-28T12:25:03.480259,system,True
ID-0110,acct-act-ID-0110-10e3ab,grp-act-006,group,active_directory,2026-06-16T12:25:03.480259,system,True
ID-0110,acct-act-ID-0110-10e3ab,grp-act-001,group,active_directory,2026-04-11T12:25:03.480259,system,True
ID-0110,acct-ser-ID-0110-596809,grp-ser-003,group,servicenow,2026-05-04T12:25:03.480259,system,True
ID-0110,acct-ser-ID-0110-596809,grp-ser-004,group,servicenow,2025-12-12T12:25:03.480259,system,True
ID-0110,acct-azu-ID-0110-079f61,grp-azu-002,group,azure_ad,2025-07-23T12:25:03.480259,system,True
ID-0110,acct-azu-ID-0110-079f61,grp-azu-003,group,azure_ad,2026-03-27T12:25:03.480259,system,True
ID-0111,acct-okt-ID-0111-4016cf,grp-okt-002,group,okta,2026-04-24T12:25:03.480259,system,True
ID-0111,acct-git-ID-0111-e7799c,grp-git-003,group,github,2025-06-27T12:25:03.480259,system,True
ID-0111,acct-git-ID-0111-e7799c,grp-git-005,group,github,2025-08-08T12:25:03.480259,system,True
ID-0111,acct-git-ID-0111-e7799c,grp-git-002,group,github,2026-05-03T12:25:03.480259,system,True
ID-0111,acct-ser-ID-0111-0a634d,grp-ser-005,group,servicenow,2025-09-08T12:25:03.480259,system,True
ID-0111,acct-ser-ID-0111-0a634d,grp-ser-003,group,servicenow,2025-08-11T12:25:03.480259,system,True
ID-0111,acct-azu-ID-0111-c6dfc8,grp-azu-006,group,azure_ad,2025-10-12T12:25:03.480259,system,True
ID-0111,acct-azu-ID-0111-c6dfc8,grp-azu-003,group,azure_ad,2026-01-07T12:25:03.480259,system,True
ID-0112,acct-okt-ID-0112-d7779d,grp-okt-007,group,okta,2025-10-09T12:25:03.480259,system,True
ID-0112,acct-ser-ID-0112-e8ffa3,grp-ser-004,group,servicenow,2025-07-29T12:25:03.480259,system,True
ID-0112,acct-ser-ID-0112-e8ffa3,grp-ser-000,group,servicenow,2026-01-16T12:25:03.480259,system,True
ID-0112,acct-ser-ID-0112-e8ffa3,grp-ser-005,group,servicenow,2025-10-03T12:25:03.480259,system,True
ID-0112,acct-azu-ID-0112-9cadc2,grp-azu-002,group,azure_ad,2026-01-02T12:25:03.480259,system,True
ID-0112,acct-azu-ID-0112-9cadc2,grp-azu-000,group,azure_ad,2025-09-07T12:25:03.480259,system,True
ID-0112,acct-act-ID-0112-71c2a9,grp-act-007,group,active_directory,2025-12-28T12:25:03.480259,system,True
ID-0112,acct-act-ID-0112-71c2a9,grp-act-001,group,active_directory,2025-12-21T12:25:03.480259,system,True
ID-0112,acct-act-ID-0112-71c2a9,grp-act-008,group,active_directory,2025-07-31T12:25:03.480259,system,True
ID-0113,acct-act-ID-0113-7a479a,grp-act-004,group,active_directory,2026-04-20T12:25:03.480259,system,True
ID-0113,acct-azu-ID-0113-119198,grp-azu-006,group,azure_ad,2025-07-31T12:25:03.480259,system,True
ID-0114,acct-git-ID-0114-340d95,grp-git-007,group,github,2026-04-16T12:25:03.480259,system,True
ID-0114,acct-git-ID-0114-340d95,grp-git-004,group,github,2026-04-28T12:25:03.480259,system,True
ID-0114,acct-git-ID-0114-340d95,grp-git-001,group,github,2025-12-04T12:25:03.480259,system,True
ID-0114,acct-azu-ID-0114-d61848,grp-azu-003,group,azure_ad,2025-12-27T12:25:03.480259,system,True
ID-0114,acct-azu-ID-0114-d61848,grp-azu-006,group,azure_ad,2026-01-21T12:25:03.480259,system,True
ID-0114,acct-azu-ID-0114-d61848,grp-azu-004,group,azure_ad,2025-11-01T12:25:03.480259,system,True
ID-0114,acct-okt-ID-0114-973e7c,grp-okt-008,group,okta,2026-03-10T12:25:03.480259,system,True
ID-0114,acct-okt-ID-0114-973e7c,grp-okt-005,group,okta,2026-03-05T12:25:03.480259,system,True
ID-0114,acct-act-ID-0114-f2a730,grp-act-002,group,active_directory,2025-09-06T12:25:03.480259,system,True
ID-0114,acct-act-ID-0114-f2a730,grp-act-008,group,active_directory,2025-10-18T12:25:03.480259,system,True
ID-0114,acct-act-ID-0114-f2a730,grp-act-005,group,active_directory,2025-08-26T12:25:03.480259,system,True
ID-0115,acct-ser-ID-0115-65ddf6,grp-ser-000,group,servicenow,2025-07-06T12:25:03.480259,system,True
ID-0115,acct-ser-ID-0115-65ddf6,grp-ser-001,group,servicenow,2026-02-12T12:25:03.480259,system,True
ID-0115,acct-ser-ID-0115-65ddf6,grp-ser-002,group,servicenow,2026-04-07T12:25:03.480259,system,True
ID-0115,acct-act-ID-0115-dbf815,grp-act-000,group,active_directory,2025-07-10T12:25:03.480259,system,True
ID-0115,acct-act-ID-0115-dbf815,grp-act-005,group,active_directory,2025-09-06T12:25:03.480259,system,True
ID-0115,acct-act-ID-0115-dbf815,grp-act-007,group,active_directory,2026-02-26T12:25:03.480259,system,True
ID-0115,acct-git-ID-0115-ec2ebe,grp-git-006,group,github,2026-05-24T12:25:03.480259,system,True
ID-0115,acct-git-ID-0115-ec2ebe,grp-git-003,group,github,2026-06-14T12:25:03.480259,system,True
ID-0116,acct-sal-ID-0116-7e198c,grp-sal-001,group,salesforce,2026-05-31T12:25:03.480259,system,True
ID-0116,acct-aws-ID-0116-b8932a,grp-aws-009,group,aws_iam,2025-10-25T12:25:03.480259,system,True
ID-0116,acct-git-ID-0116-3a37fa,grp-git-004,group,github,2025-09-12T12:25:03.480259,system,True
ID-0116,acct-azu-ID-0116-884d7f,grp-azu-001,group,azure_ad,2026-03-31T12:25:03.480259,system,True
ID-0116,acct-azu-ID-0116-884d7f,grp-azu-006,group,azure_ad,2025-11-20T12:25:03.480259,system,True
ID-0116,acct-azu-ID-0116-884d7f,grp-azu-004,group,azure_ad,2025-09-15T12:25:03.480259,system,True
ID-0117,acct-sal-ID-0117-c5f244,grp-sal-003,group,salesforce,2025-11-04T12:25:03.480259,system,True
ID-0117,acct-sal-ID-0117-c5f244,grp-sal-004,group,salesforce,2026-02-17T12:25:03.480259,system,True
ID-0117,acct-sal-ID-0117-c5f244,grp-sal-000,group,salesforce,2025-07-27T12:25:03.480259,system,True
ID-0117,acct-aws-ID-0117-972fed,grp-aws-001,group,aws_iam,2026-01-27T12:25:03.480259,system,True
ID-0117,acct-aws-ID-0117-972fed,grp-aws-006,group,aws_iam,2026-06-08T12:25:03.480259,system,True
ID-0118,acct-aws-ID-0118-43b223,grp-aws-008,group,aws_iam,2026-05-18T12:25:03.480259,system,True
ID-0118,acct-sal-ID-0118-3e5bd7,grp-sal-003,group,salesforce,2025-11-10T12:25:03.480259,system,True
ID-0118,acct-sal-ID-0118-3e5bd7,grp-sal-000,group,salesforce,2025-07-24T12:25:03.480259,system,True
ID-0118,acct-sal-ID-0118-3e5bd7,grp-sal-001,group,salesforce,2026-05-15T12:25:03.480259,system,True
ID-0119,acct-act-ID-0119-1b5ad7,grp-act-009,group,active_directory,2025-11-24T12:25:03.480259,system,True
ID-0119,acct-ser-ID-0119-eacbed,grp-ser-000,group,servicenow,2026-06-17T12:25:03.480259,system,True
ID-0119,acct-ser-ID-0119-eacbed,grp-ser-003,group,servicenow,2025-07-27T12:25:03.480259,system,True
ID-0119,acct-sal-ID-0119-f1dbb8,grp-sal-004,group,salesforce,2026-01-17T12:25:03.480259,system,True
ID-0119,acct-sal-ID-0119-f1dbb8,grp-sal-000,group,salesforce,2025-08-14T12:25:03.480259,system,True
ID-0120,acct-act-ID-0120-75ec8c,grp-act-002,group,active_directory,2025-07-24T12:25:03.480259,system,True
ID-0120,acct-act-ID-0120-75ec8c,grp-act-004,group,active_directory,2025-12-11T12:25:03.480259,system,True
ID-0120,acct-okt-ID-0120-a9c2ab,grp-okt-001,group,okta,2025-08-19T12:25:03.480259,system,True
ID-0120,acct-azu-ID-0120-38efd9,grp-azu-001,group,azure_ad,2025-07-25T12:25:03.480259,system,True
ID-0120,acct-azu-ID-0120-38efd9,grp-azu-005,group,azure_ad,2025-10-01T12:25:03.480259,system,True
ID-0120,acct-git-ID-0120-4ed9b8,grp-git-002,group,github,2026-05-24T12:25:03.480259,system,True
ID-0121,acct-act-ID-0121-ff9ce3,grp-act-003,group,active_directory,2026-05-16T12:25:03.480259,system,True
ID-0121,acct-azu-ID-0121-991ba2,grp-azu-005,group,azure_ad,2025-12-16T12:25:03.480259,system,True
ID-0121,acct-azu-ID-0121-991ba2,grp-azu-002,group,azure_ad,2026-01-10T12:25:03.480259,system,True
ID-0121,acct-azu-ID-0121-991ba2,grp-azu-004,group,azure_ad,2025-11-13T12:25:03.480259,system,True
ID-0121,acct-git-ID-0121-d1b006,grp-git-005,group,github,2025-10-18T12:25:03.480259,system,True
ID-0121,acct-git-ID-0121-d1b006,grp-git-001,group,github,2025-10-27T12:25:03.480259,system,True
ID-0122,acct-git-ID-0122-190c8a,grp-git-000,group,github,2025-08-22T12:25:03.480259,system,True
ID-0122,acct-act-ID-0122-038f0d,grp-act-007,group,active_directory,2025-08-23T12:25:03.480259,system,True
ID-0122,acct-act-ID-0122-038f0d,grp-act-002,group,active_directory,2026-01-23T12:25:03.480259,system,True
ID-0122,acct-act-ID-0122-038f0d,grp-act-005,group,active_directory,2026-04-13T12:25:03.480259,system,True
ID-0122,acct-aws-ID-0122-20f060,grp-aws-005,group,aws_iam,2025-08-10T12:25:03.480259,system,True
ID-0122,acct-aws-ID-0122-20f060,grp-aws-008,group,aws_iam,2025-07-05T12:25:03.480259,system,True
ID-0122,acct-azu-ID-0122-9f5c2b,grp-azu-001,group,azure_ad,2025-07-18T12:25:03.480259,system,True
ID-0122,acct-azu-ID-0122-9f5c2b,grp-azu-006,group,azure_ad,2026-04-07T12:25:03.480259,system,True
ID-0123,acct-azu-ID-0123-399ac2,grp-azu-006,group,azure_ad,2026-05-28T12:25:03.480259,system,True
