event_id,timestamp,platform,event_type,acct_id,person_id,source_ip,user_agent,resource,success,is_anomalous,details
evt-306b31cf,2026-06-11T03:33:24.695759,github,resource_access,acct-git-ID-0030-09e548,ID-0030,44.165.61.180,,repos:public,True,False,"{""post_termination"": false}"
evt-daddf80c,2026-06-01T08:17:24.695759,active_directory,login_success,acct-act-ID-0030-d11245,ID-0030,203.187.23.23,,gpo,False,False,"{""post_termination"": false}"
evt-b1954d40,2026-06-11T04:12:24.695759,github,resource_access,acct-git-ID-0030-09e548,ID-0030,28.50.117.97,,repos:private,True,False,"{""post_termination"": false}"
evt-1faaf085,2026-05-25T19:42:24.695759,github,login_success,acct-git-ID-0030-09e548,ID-0030,61.171.128.193,,packages,True,False,"{""post_termination"": false}"
evt-aaf6c094,2026-05-30T03:28:24.695759,active_directory,resource_access,acct-act-ID-0030-d11245,ID-0030,154.24.158.121,,domain-controller,True,False,"{""post_termination"": false}"
evt-fd8dcd91,2026-05-21T05:46:24.695759,github,login_success,acct-git-ID-0031-15e218,ID-0031,36.183.86.237,,actions,True,False,"{""post_termination"": false}"
evt-90274322,2026-06-18T22:35:24.695759,github,login_success,acct-git-ID-0031-15e218,ID-0031,83.221.202.15,,actions,True,False,"{""post_termination"": false}"
evt-83df0dc3,2026-05-31T19:24:24.695759,github,login_success,acct-git-ID-0031-15e218,ID-0031,1.248.29.188,,actions,True,False,"{""post_termination"": false}"
evt-72fa1793,2026-05-23T11:49:24.695759,github,login_success,acct-git-ID-0031-15e218,ID-0031,194.178.92.34,,actions,True,False,"{""post_termination"": false}"
evt-9d1e6758,2026-05-30T14:58:24.695759,salesforce,login_success,acct-sal-ID-0032-86ecc0,ID-0032,67.59.90.193,,setup,False,False,"{""post_termination"": true}"
evt-83c3d100,2026-05-30T05:27:24.695759,active_directory,resource_access,acct-act-ID-0032-79683e,ID-0032,200.190.117.138,,file-server,True,False,"{""post_termination"": true}"
evt-70a2f29f,2026-06-17T18:08:24.695759,salesforce,resource_access,acct-sal-ID-0032-86ecc0,ID-0032,152.195.208.154,,setup,True,False,"{""post_termination"": true}"
evt-6fcff38d,2026-05-22T20:35:24.695759,salesforce,resource_access,acct-sal-ID-0032-86ecc0,ID-0032,99.73.44.68,,accounts,True,False,"{""post_termination"": true}"
evt-f5686fdf,2026-06-14T05:33:24.695759,github,login_success,acct-git-ID-0033-c47794,ID-0033,1.65.243.127,,packages,True,False,"{""post_termination"": true}"
evt-e25b7d88,2026-05-30T08:26:24.695759,github,resource_access,acct-git-ID-0033-c47794,ID-0033,90.175.91.37,,actions,True,False,"{""post_termination"": true}"
evt-fba641a9,2026-06-17T02:52:24.695759,github,resource_access,acct-git-ID-0033-c47794,ID-0033,61.9.128.64,,repos:public,True,False,"{""post_termination"": true}"
evt-51228063,2026-05-23T07:42:24.695759,aws_iam,login_success,acct-aws-ID-0033-3c5ea6,ID-0033,201.161.250.79,,ec2:*,True,False,"{""post_termination"": true}"
evt-3aeb9a6a,2026-06-16T21:16:24.695759,aws_iam,resource_access,acct-aws-ID-0033-3c5ea6,ID-0033,109.132.27.84,,iam:*,True,False,"{""post_termination"": true}"
evt-adf67cf1,2026-05-31T02:25:24.695759,github,resource_access,acct-git-ID-0034-5760d3,ID-0034,41.224.96.181,,packages,True,False,"{""post_termination"": true}"
evt-08f88808,2026-06-09T11:59:24.695759,github,resource_access,acct-git-ID-0034-5760d3,ID-0034,143.222.98.190,,repos:public,True,False,"{""post_termination"": true}"
evt-baff15fd,2026-06-03T02:01:24.695759,active_directory,resource_access,acct-act-ID-0034-0653ea,ID-0034,100.61.29.98,,exchange,True,False,"{""post_termination"": true}"
evt-3da37bcb,2026-05-22T19:51:24.695759,okta,resource_access,acct-okt-ID-0034-fce8c6,ID-0034,220.203.77.137,,api-tokens,True,False,"{""post_termination"": true}"
evt-c74f1630,2026-06-19T13:28:24.695759,okta,login_success,acct-okt-ID-0034-fce8c6,ID-0034,3.219.32.137,,user-management,False,False,"{""post_termination"": true}"
evt-81c378bc,2026-05-20T20:48:24.695759,aws_iam,login_success,acct-aws-ID-0035-c07f77,ID-0035,156.220.50.167,,iam:*,True,False,"{""post_termination"": false}"
evt-c3bba100,2026-06-02T13:19:24.695759,active_directory,login_success,acct-act-ID-0035-52c66b,ID-0035,151.209.157.168,,gpo,True,False,"{""post_termination"": false}"
evt-3e8aeba8,2026-06-09T08:39:24.695759,aws_iam,resource_access,acct-aws-ID-0035-c07f77,ID-0035,221.225.235.251,,iam:*,True,False,"{""post_termination"": false}"
evt-7dd46da9,2026-06-02T10:03:24.695759,active_directory,login_success,acct-act-ID-0035-52c66b,ID-0035,71.197.80.51,,gpo,True,False,"{""post_termination"": false}"
evt-06e48f35,2026-06-14T04:49:24.695759,aws_iam,login_success,acct-aws-ID-0035-c07f77,ID-0035,114.195.62.8,,lambda:*,True,False,"{""post_termination"": false}"
evt-e141256e,2026-05-24T22:25:24.695759,aws_iam,resource_access,acct-aws-ID-0035-c07f77,ID-0035,80.24.16.29,,kms:*,True,False,"{""post_termination"": false}"
evt-8a6c162d,2026-05-23T04:25:24.695759,active_directory,login_success,acct-act-ID-0036-4c5a69,ID-0036,215.231.149.29,,file-server,True,False,
evt-318d597a,2026-06-16T21:30:24.695759,salesforce,login_success,acct-sal-ID-0036-ea906f,ID-0036,76.207.32.175,,reports,True,False,
evt-88c0fcd3,2026-06-01T06:34:24.695759,active_directory,login_success,acct-act-ID-0036-4c5a69,ID-0036,140.34.101.120,,file-server,True,False,
evt-cf7f93af,2026-05-22T09:55:24.695759,salesforce,resource_access,acct-sal-ID-0036-ea906f,ID-0036,193.43.85.165,,accounts,True,False,
evt-1691349c,2026-05-28T00:55:24.695759,salesforce,login_success,acct-sal-ID-0036-ea906f,ID-0036,106.4.81.247,,accounts,True,False,
evt-bbbf315c,2026-06-02T06:45:24.695759,active_directory,resource_access,acct-act-ID-0036-4c5a69,ID-0036,33.224.142.254,,gpo,True,False,
evt-6d2c2f2c,2026-05-23T03:36:24.695759,okta,login_success,acct-okt-ID-0037-d5cb86,ID-0037,68.65.131.3,,user-management,True,False,
evt-4b6224e2,2026-06-03T13:10:24.695759,okta,login_success,acct-okt-ID-0037-d5cb86,ID-0037,35.45.204.135,,mfa-config,True,False,
evt-b79beca9,2026-06-08T04:33:24.695759,active_directory,login_success,acct-act-ID-0037-345e8c,ID-0037,157.217.170.209,,dns,True,False,
evt-849c10b8,2026-06-12T06:01:24.695759,okta,resource_access,acct-okt-ID-0037-d5cb86,ID-0037,205.44.162.98,,sso-apps,True,False,
evt-72b1f84d,2026-06-11T16:13:24.695759,salesforce,resource_access,acct-sal-ID-0038-f2860d,ID-0038,170.68.244.116,,reports,True,False,
evt-2aa39639,2026-06-01T00:54:24.695759,okta,login_success,acct-okt-ID-0038-b7b55f,ID-0038,202.156.35.172,,user-management,True,False,
evt-55654270,2026-06-08T00:42:24.695759,okta,login_success,acct-okt-ID-0038-b7b55f,ID-0038,183.66.46.154,,policies,True,False,
evt-4266735e,2026-06-16T07:12:24.695759,okta,resource_access,acct-okt-ID-0038-b7b55f,ID-0038,169.72.196.59,,policies,True,False,
evt-23d90858,2026-05-21T10:41:24.695759,okta,login_success,acct-okt-ID-0038-b7b55f,ID-0038,178.67.80.59,,mfa-config,True,False,
evt-ed83f74f,2026-05-27T01:34:24.695759,salesforce,resource_access,acct-sal-ID-0038-f2860d,ID-0038,113.228.46.226,,accounts,True,False,
evt-0d894803,2026-06-09T05:26:24.695759,okta,resource_access,acct-okt-ID-0038-b7b55f,ID-0038,95.185.166.66,,user-management,True,False,
evt-98d79d18,2026-06-19T19:31:24.695759,salesforce,login_success,acct-sal-ID-0038-f2860d,ID-0038,62.21.191.44,,accounts,True,False,
evt-74f60c63,2026-06-16T19:15:24.695759,salesforce,login_success,acct-sal-ID-0039-07f41e,ID-0039,91.211.106.50,,setup,True,False,
evt-cd23c34c,2026-05-28T07:46:24.695759,salesforce,login_success,acct-sal-ID-0039-07f41e,ID-0039,152.143.68.211,,contacts,True,False,
evt-e5809e4e,2026-06-12T09:42:24.695759,active_directory,resource_access,acct-act-ID-0039-cfbcd8,ID-0039,40.170.236.80,,file-server,True,False,
evt-e62610f7,2026-06-10T08:59:24.695759,salesforce,login_success,acct-sal-ID-0039-07f41e,ID-0039,32.186.16.186,,accounts,True,False,
evt-70998472,2026-06-12T14:07:24.695759,salesforce,login_success,acct-sal-ID-0039-07f41e,ID-0039,41.175.107.1,,opportunities,True,False,
evt-984fc5b7,2026-06-08T10:41:24.695759,salesforce,login_success,acct-sal-ID-0039-07f41e,ID-0039,75.176.143.189,,reports,True,False,
evt-0a8f585a,2026-06-08T07:35:24.695759,salesforce,resource_access,acct-sal-ID-0039-07f41e,ID-0039,115.182.203.85,,opportunities,True,False,
evt-0a2ddc8d,2026-06-18T22:16:24.695759,active_directory,resource_access,acct-act-ID-0040-65dde8,ID-0040,95.1.181.76,,gpo,True,False,
evt-d2fa850c,2026-06-09T04:12:24.695759,active_directory,login_success,acct-act-ID-0040-65dde8,ID-0040,199.219.48.220,,dns,True,False,
evt-c421adde,2026-05-25T14:41:24.695759,active_directory,login_success,acct-act-ID-0040-65dde8,ID-0040,134.140.41.221,,file-server,True,False,
evt-78ced26a,2026-06-08T09:44:24.695759,active_directory,resource_access,acct-act-ID-0040-65dde8,ID-0040,144.180.136.27,,domain-controller,True,False,
evt-2b2027d1,2026-06-19T03:48:24.695759,active_directory,login_success,acct-act-ID-0040-65dde8,ID-0040,3.154.75.137,,file-server,True,False,
evt-893a7baf,2026-05-24T08:33:24.695759,aws_iam,resource_access,acct-aws-ID-0040-3b8214,ID-0040,66.44.82.141,,lambda:*,True,False,
evt-efa9cfcd,2026-05-29T22:31:24.695759,salesforce,login_success,acct-sal-ID-0041-bf38e2,ID-0041,151.174.110.246,,opportunities,True,False,
evt-0b39e77b,2026-06-11T18:57:24.695759,salesforce,resource_access,acct-sal-ID-0041-bf38e2,ID-0041,40.109.233.217,,opportunities,True,False,
evt-88726233,2026-06-08T12:38:24.695759,active_directory,login_success,acct-act-ID-0041-7cd27b,ID-0041,210.185.193.14,,file-server,True,False,
evt-330242fa,2026-05-24T17:39:24.695759,active_directory,login_success,acct-act-ID-0041-7cd27b,ID-0041,27.169.242.36,,exchange,True,False,
evt-6118733a,2026-06-13T18:00:24.695759,github,login_success,acct-git-ID-0041-32ccb9,ID-0041,112.11.97.26,,packages,True,False,
evt-db0b7d7e,2026-05-24T07:27:24.695759,active_directory,login_success,acct-act-ID-0041-7cd27b,ID-0041,29.18.92.24,,file-server,True,False,
evt-dab6aa93,2026-06-09T15:53:24.695759,salesforce,login_success,acct-sal-ID-0041-bf38e2,ID-0041,59.143.43.167,,contacts,True,False,
evt-6c96ebbd,2026-06-17T18:17:24.695759,salesforce,login_success,acct-sal-ID-0041-bf38e2,ID-0041,158.189.26.63,,opportunities,True,False,
evt-405645a9,2026-05-31T14:26:24.695759,active_directory,resource_access,acct-act-ID-0042-273c2e,ID-0042,108.165.101.43,,gpo,True,False,
evt-034ec3c4,2026-06-14T20:28:24.695759,active_directory,login_success,acct-act-ID-0042-273c2e,ID-0042,168.3.113.203,,file-server,True,False,
evt-585c73ed,2026-06-02T02:30:24.695759,github,resource_access,acct-git-ID-0042-f49fc8,ID-0042,51.171.174.130,,repos:public,True,False,
evt-0cbc05c9,2026-05-25T08:59:24.695759,github,resource_access,acct-git-ID-0042-f49fc8,ID-0042,19.219.68.81,,repos:public,True,False,
evt-76beafdf,2026-05-23T17:25:24.695759,okta,login_success,acct-okt-ID-0042-7b597d,ID-0042,148.89.232.247,,user-management,True,False,
evt-d7b2fb50,2026-06-04T15:52:24.695759,salesforce,login_success,acct-sal-ID-0043-72eb4a,ID-0043,113.41.34.111,,opportunities,True,False,
evt-89ee5ad9,2026-06-04T18:31:24.695759,active_directory,resource_access,acct-act-ID-0043-402fce,ID-0043,158.219.189.116,,dns,True,False,
evt-8b7667fb,2026-05-23T08:13:24.695759,active_directory,resource_access,acct-act-ID-0043-402fce,ID-0043,148.53.57.90,,domain-controller,True,False,
evt-3f4a6a75,2026-05-27T10:52:24.695759,active_directory,resource_access,acct-act-ID-0044-6ef12b,ID-0044,168.49.161.56,,dns,True,False,
evt-0fe82513,2026-05-24T20:20:24.695759,active_directory,resource_access,acct-act-ID-0044-6ef12b,ID-0044,95.193.192.83,,domain-controller,False,False,
evt-6284a65d,2026-06-14T00:41:24.695759,salesforce,login_success,acct-sal-ID-0044-99ea8e,ID-0044,22.73.80.7,,contacts,True,False,
evt-041822ad,2026-05-31T10:06:24.695759,github,login_success,acct-git-ID-0044-4416a3,ID-0044,132.176.135.226,,packages,True,False,
evt-ca51b79e,2026-06-13T04:11:24.695759,salesforce,login_success,acct-sal-ID-0044-99ea8e,ID-0044,27.48.5.55,,accounts,True,False,
evt-23f359a0,2026-06-18T14:56:24.695759,github,login_success,acct-git-ID-0044-4416a3,ID-0044,90.209.156.190,,packages,True,False,
evt-72c4fbff,2026-05-21T20:27:24.695759,salesforce,login_success,acct-sal-ID-0044-99ea8e,ID-0044,75.122.72.193,,contacts,True,False,
evt-e5585e76,2026-06-17T13:41:24.695759,salesforce,login_success,acct-sal-ID-0044-99ea8e,ID-0044,194.150.33.167,,accounts,True,False,
evt-73b53f09,2026-06-15T04:38:24.695759,github,login_success,acct-git-ID-0045-5f3d5c,ID-0045,132.138.250.215,,repos:private,True,False,
evt-fd8780d1,2026-05-26T23:45:24.695759,github,login_success,acct-git-ID-0045-5f3d5c,ID-0045,158.254.110.97,,repos:private,True,False,
evt-f1cad4fb,2026-06-11T09:47:24.695759,github,login_success,acct-git-ID-0045-5f3d5c,ID-0045,99.173.78.56,,settings,True,False,
evt-3fbb37b3,2026-06-14T22:44:24.695759,active_directory,resource_access,acct-act-ID-0046-efa938,ID-0046,83.22.218.253,,domain-controller,True,False,
evt-d1a82f52,2026-06-13T00:14:24.695759,salesforce,resource_access,acct-sal-ID-0046-d27aae,ID-0046,185.103.209.165,,opportunities,True,False,
evt-68f16e71,2026-06-03T01:30:24.695759,github,login_success,acct-git-ID-0046-fdbc91,ID-0046,169.79.125.130,,actions,True,False,
evt-89f61c90,2026-05-21T23:44:24.695759,active_directory,resource_access,acct-act-ID-0047-780614,ID-0047,125.203.81.186,,exchange,True,False,
evt-71be42ed,2026-05-30T07:38:24.695759,aws_iam,login_success,acct-aws-ID-0047-3f7b4b,ID-0047,32.1.102.76,,rds:prod,True,False,
evt-2f076842,2026-06-06T07:59:24.695759,okta,resource_access,acct-okt-ID-0047-abcc7a,ID-0047,191.201.201.174,,mfa-config,True,False,
evt-976f7a97,2026-06-17T16:18:24.695759,okta,login_success,acct-okt-ID-0047-abcc7a,ID-0047,30.52.175.189,,mfa-config,True,False,
evt-8d90ced6,2026-05-28T16:27:24.695759,aws_iam,resource_access,acct-aws-ID-0047-3f7b4b,ID-0047,189.79.187.40,,s3://prod-data,True,False,
evt-d3610f3c,2026-05-30T07:20:24.695759,aws_iam,resource_access,acct-aws-ID-0047-3f7b4b,ID-0047,215.55.60.96,,iam:*,True,False,
evt-b1c88c36,2026-06-10T17:30:24.695759,active_directory,resource_access,acct-act-ID-0047-780614,ID-0047,36.52.63.73,,file-server,True,False,
evt-55ffd873,2026-06-17T09:22:24.695759,github,resource_access,acct-git-ID-0048-361952,ID-0048,208.42.23.185,,repos:public,True,False,
evt-0a5c718f,2026-06-13T07:30:24.695759,active_directory,login_success,acct-act-ID-0048-58f7f3,ID-0048,158.27.159.187,,gpo,False,False,
evt-06f55f89,2026-06-07T10:27:24.695759,okta,login_success,acct-okt-ID-0048-e6338f,ID-0048,36.224.186.121,,sso-apps,True,False,
evt-db117b35,2026-05-23T12:38:24.695759,github,login_success,acct-git-ID-0048-361952,ID-0048,178.72.7.23,,packages,True,False,
evt-05b56e95,2026-05-31T06:00:24.695759,github,login_success,acct-git-ID-0048-361952,ID-0048,160.139.189.63,,actions,True,False,
evt-d6022f4a,2026-06-13T00:24:24.695759,okta,login_success,acct-okt-ID-0048-e6338f,ID-0048,193.182.237.101,,policies,True,False,
evt-28a2548f,2026-05-29T08:56:24.695759,salesforce,login_success,acct-sal-ID-0049-05beb4,ID-0049,79.74.2.208,,opportunities,True,False,
evt-6a26798b,2026-06-11T03:27:24.695759,salesforce,resource_access,acct-sal-ID-0049-05beb4,ID-0049,203.170.157.9,,reports,True,False,
evt-52179bc9,2026-06-14T17:06:24.695759,active_directory,login_success,acct-act-ID-0049-69e2c8,ID-0049,219.27.141.83,,file-server,True,False,
evt-41dd2980,2026-06-12T06:58:24.695759,active_directory,login_success,acct-act-ID-0049-69e2c8,ID-0049,86.129.216.232,,gpo,True,False,
evt-8fc6df1c,2026-05-22T19:24:24.695759,salesforce,resource_access,acct-sal-ID-0049-05beb4,ID-0049,48.94.234.142,,contacts,True,False,
evt-c9e0e2ac,2026-06-05T23:27:24.695759,github,resource_access,acct-git-ID-0050-e5f517,ID-0050,68.178.43.48,,settings,True,False,
evt-9556788d,2026-06-05T02:59:24.695759,github,resource_access,acct-git-ID-0050-e5f517,ID-0050,3.106.131.160,,packages,True,False,
evt-a9d84291,2026-06-03T08:06:24.695759,okta,resource_access,acct-okt-ID-0050-99fc5f,ID-0050,13.130.78.131,,sso-apps,True,False,
evt-23a346ed,2026-06-01T19:33:24.695759,github,login_success,acct-git-ID-0050-e5f517,ID-0050,37.15.55.87,,settings,True,False,
evt-c16a9dbd,2026-06-11T08:47:24.695759,github,resource_access,acct-git-ID-0050-e5f517,ID-0050,179.13.208.48,,repos:public,True,False,
evt-6c8b85ae,2026-05-22T13:34:24.695759,active_directory,login_success,acct-act-ID-0050-ec5cb2,ID-0050,60.235.203.77,,domain-controller,True,False,
evt-1f026f0d,2026-05-20T20:53:24.695759,aws_iam,login_success,acct-aws-ID-0050-e27691,ID-0050,123.35.162.238,,iam:*,True,False,
evt-3ebe768f,2026-06-04T10:45:24.695759,aws_iam,resource_access,acct-aws-ID-0051-a898a7,ID-0051,143.237.151.31,,iam:*,True,False,
evt-7b766c4f,2026-06-18T16:20:24.695759,aws_iam,login_success,acct-aws-ID-0051-a898a7,ID-0051,135.124.124.254,,iam:*,True,False,
evt-11202c5d,2026-06-03T09:26:24.695759,aws_iam,login_success,acct-aws-ID-0051-a898a7,ID-0051,209.128.33.146,,ec2:*,True,False,
evt-6a740f5c,2026-05-31T22:40:24.695759,active_directory,login_success,acct-act-ID-0051-8d9558,ID-0051,158.66.69.121,,dns,True,False,
evt-62f9743e,2026-06-01T13:06:24.695759,salesforce,resource_access,acct-sal-ID-0052-8048fa,ID-0052,82.62.93.104,,accounts,True,False,
evt-b6ae4b54,2026-06-07T03:46:24.695759,okta,resource_access,acct-okt-ID-0052-7e85bf,ID-0052,79.187.173.141,,api-tokens,True,False,
evt-b14d16e9,2026-05-29T20:03:24.695759,okta,login_success,acct-okt-ID-0052-7e85bf,ID-0052,208.103.59.44,,policies,True,False,
evt-1149a370,2026-05-21T15:46:24.695759,okta,login_success,acct-okt-ID-0052-7e85bf,ID-0052,186.52.179.108,,policies,True,False,
evt-5076036b,2026-06-10T13:27:24.695759,okta,login_success,acct-okt-ID-0052-7e85bf,ID-0052,211.192.88.109,,policies,True,False,
evt-8a220d61,2026-06-13T05:21:24.695759,okta,login_success,acct-okt-ID-0052-7e85bf,ID-0052,4.37.161.200,,policies,True,False,
evt-1ea398a9,2026-05-21T08:31:24.695759,okta,resource_access,acct-okt-ID-0052-7e85bf,ID-0052,199.127.78.87,,mfa-config,True,False,
evt-b00e8136,2026-05-27T02:40:24.695759,okta,login_success,acct-okt-ID-0052-7e85bf,ID-0052,137.147.59.92,,sso-apps,True,False,
evt-0a378cd3,2026-06-10T16:37:24.695759,active_directory,login_success,acct-act-ID-0053-87d86f,ID-0053,104.98.217.245,,file-server,True,False,
evt-016253b1,2026-06-14T08:37:24.695759,active_directory,resource_access,acct-act-ID-0053-87d86f,ID-0053,152.124.212.57,,gpo,True,False,
evt-0c1590ba,2026-06-05T10:37:24.695759,active_directory,resource_access,acct-act-ID-0053-87d86f,ID-0053,42.66.169.27,,exchange,True,False,
evt-b689fe74,2026-05-24T22:49:24.695759,salesforce,login_success,acct-sal-ID-0053-13cb98,ID-0053,177.70.232.19,,reports,True,False,
evt-28fc61ef,2026-05-21T11:44:24.695759,salesforce,login_success,acct-sal-ID-0054-adf16b,ID-0054,117.242.172.177,,accounts,True,False,
evt-8ceb0a89,2026-06-12T03:14:24.695759,salesforce,login_success,acct-sal-ID-0054-adf16b,ID-0054,220.199.101.23,,opportunities,True,False,
evt-f0e7d2b8,2026-05-28T21:59:24.695759,salesforce,resource_access,acct-sal-ID-0054-adf16b,ID-0054,145.214.61.130,,reports,False,False,
evt-176e33b2,2026-05-26T12:58:24.695759,okta,login_success,acct-okt-ID-0054-cae586,ID-0054,129.88.191.133,,user-management,True,False,
evt-d7e7e902,2026-06-14T17:14:24.695759,okta,login_success,acct-okt-ID-0054-cae586,ID-0054,128.203.240.236,,policies,True,False,
evt-e200f500,2026-05-30T04:22:24.695759,okta,login_success,acct-okt-ID-0054-cae586,ID-0054,109.37.170.167,,user-management,True,False,
evt-32d9efa9,2026-06-06T21:01:24.695759,salesforce,login_success,acct-sal-ID-0054-adf16b,ID-0054,109.104.58.54,,reports,True,False,
evt-fb5c06a8,2026-06-18T01:42:24.695759,active_directory,login_success,acct-act-ID-0055-272cae,ID-0055,88.116.236.203,,exchange,True,False,
evt-64d81561,2026-06-17T17:46:24.695759,okta,login_success,acct-okt-ID-0055-df198e,ID-0055,126.223.233.162,,policies,True,False,
evt-a2496765,2026-06-19T05:16:24.695759,github,login_success,acct-git-ID-0055-9541d7,ID-0055,141.57.178.167,,repos:private,True,False,
evt-89d741cb,2026-06-15T21:38:24.695759,aws_iam,resource_access,acct-aws-ID-0055-0a4706,ID-0055,215.147.74.198,,rds:prod,True,False,
evt-763303de,2026-06-09T07:01:24.695759,okta,resource_access,acct-okt-ID-0055-df198e,ID-0055,58.184.181.62,,sso-apps,True,False,
evt-69cc42ef,2026-06-16T01:43:24.695759,okta,login_success,acct-okt-ID-0055-df198e,ID-0055,67.141.53.189,,user-management,True,False,
evt-08c368be,2026-06-16T14:39:24.695759,aws_iam,login_success,acct-aws-ID-0055-0a4706,ID-0055,207.191.84.109,,ec2:*,True,False,
evt-e26bf79e,2026-06-01T10:43:24.695759,aws_iam,login_success,acct-aws-ID-0055-0a4706,ID-0055,33.82.147.102,,rds:prod,True,False,
evt-8e6320f3,2026-05-24T10:08:24.695759,salesforce,login_success,acct-sal-ID-0056-0d5404,ID-0056,8.218.208.199,,accounts,True,False,
evt-b448cfb4,2026-05-22T05:20:24.695759,salesforce,resource_access,acct-sal-ID-0056-0d5404,ID-0056,189.210.247.3,,accounts,True,False,
evt-ff8fce85,2026-06-06T01:00:24.695759,salesforce,login_success,acct-sal-ID-0056-0d5404,ID-0056,31.116.121.38,,setup,True,False,
evt-b6117568,2026-06-05T18:30:24.695759,github,resource_access,acct-git-ID-0056-803017,ID-0056,199.21.202.112,,repos:public,True,False,
evt-a37301aa,2026-05-22T11:38:24.695759,salesforce,login_success,acct-sal-ID-0056-0d5404,ID-0056,130.160.44.164,,accounts,True,False,
evt-8b788edd,2026-06-05T12:29:24.695759,github,login_success,acct-git-ID-0056-803017,ID-0056,192.135.132.221,,packages,True,False,
evt-f207df07,2026-06-17T01:17:24.695759,github,login_success,acct-git-ID-0056-803017,ID-0056,133.238.21.50,,repos:public,False,False,
evt-438d8ab1,2026-06-19T14:40:24.695759,github,resource_access,acct-git-ID-0057-879193,ID-0057,6.65.214.140,,actions,True,False,
evt-13dde620,2026-06-18T00:08:24.695759,github,login_success,acct-git-ID-0057-879193,ID-0057,210.134.7.4,,repos:public,True,False,
evt-8495ac3d,2026-05-28T23:07:24.695759,aws_iam,login_success,acct-aws-ID-0057-a74cb0,ID-0057,73.75.238.59,,lambda:*,True,False,
evt-8b131ae8,2026-06-10T01:37:24.695759,github,login_success,acct-git-ID-0058-183d4c,ID-0058,166.14.161.217,,actions,True,False,
evt-4eaec7c3,2026-05-21T11:09:24.695759,aws_iam,resource_access,acct-aws-ID-0058-3c7dca,ID-0058,85.117.82.104,,rds:prod,True,False,
evt-43633b36,2026-06-08T13:24:24.695759,okta,login_success,acct-okt-ID-0058-9cbb00,ID-0058,6.181.65.63,,mfa-config,True,False,
evt-69355bd6,2026-06-17T00:11:24.695759,github,login_success,acct-git-ID-0058-183d4c,ID-0058,3.95.35.219,,packages,True,False,
evt-7e1f1b3d,2026-05-24T04:34:24.695759,aws_iam,resource_access,acct-aws-ID-0058-3c7dca,ID-0058,110.99.179.18,,lambda:*,True,False,
evt-08b6df1b,2026-06-14T10:44:24.695759,okta,resource_access,acct-okt-ID-0058-9cbb00,ID-0058,113.232.172.58,,sso-apps,True,False,
evt-fa3cec85,2026-06-19T12:53:24.695759,aws_iam,login_success,acct-aws-ID-0058-3c7dca,ID-0058,89.207.78.14,,ec2:*,True,False,
evt-e42878be,2026-05-24T05:46:24.695759,aws_iam,login_success,acct-aws-ID-0059-47bdaa,ID-0059,93.27.205.12,,iam:*,True,False,
evt-3ee8daca,2026-05-24T21:22:24.695759,active_directory,login_success,acct-act-ID-0059-13e61a,ID-0059,162.138.252.130,,file-server,True,False,
evt-57e77913,2026-06-15T04:32:24.695759,okta,login_success,acct-okt-ID-0059-12a543,ID-0059,109.4.65.241,,sso-apps,True,False,
evt-435df965,2026-06-16T05:30:24.695759,github,login_success,acct-git-ID-0060-47862f,ID-0060,119.134.177.25,,actions,True,False,
evt-50951c1d,2026-05-20T20:44:24.695759,github,login_success,acct-git-ID-0060-47862f,ID-0060,158.119.149.93,,packages,False,False,
evt-e80bfdb9,2026-06-06T06:15:24.695759,github,resource_access,acct-git-ID-0060-47862f,ID-0060,24.185.112.218,,repos:public,True,False,
evt-bb4a35b4,2026-05-21T02:31:24.695759,github,login_success,acct-git-ID-0060-47862f,ID-0060,49.211.52.104,,repos:private,True,False,
evt-bc0f6244,2026-06-09T04:55:24.695759,github,login_success,acct-git-ID-0060-47862f,ID-0060,35.161.14.160,,repos:private,True,False,
evt-10f44f8b,2026-06-06T00:49:24.695759,aws_iam,resource_access,acct-aws-ID-0060-334aec,ID-0060,212.103.28.22,,iam:*,False,False,
evt-b50af7e7,2026-06-10T01:44:24.695759,aws_iam,resource_access,acct-aws-ID-0061-617dd7,ID-0061,214.75.65.31,,kms:*,True,False,
evt-08dbd897,2026-06-02T02:05:24.695759,active_directory,login_success,acct-act-ID-0061-865cbb,ID-0061,68.16.196.144,,exchange,True,False,
evt-05309ce4,2026-06-18T16:16:24.695759,okta,resource_access,acct-okt-ID-0061-a217ab,ID-0061,36.179.14.114,,user-management,True,False,
evt-1dd0e9bf,2026-05-21T13:05:24.695759,aws_iam,login_success,acct-aws-ID-0061-617dd7,ID-0061,174.182.47.221,,s3://prod-data,True,False,
evt-763e5624,2026-06-09T07:09:24.695759,github,login_success,acct-git-ID-0062-23b285,ID-0062,184.182.173.15,,packages,True,False,
evt-0e337b5e,2026-06-02T02:50:24.695759,okta,resource_access,acct-okt-ID-0062-14e17b,ID-0062,63.25.70.11,,api-tokens,True,False,
evt-bbac18b1,2026-06-08T12:30:24.695759,github,login_success,acct-git-ID-0062-23b285,ID-0062,166.135.225.135,,repos:public,True,False,
evt-c82aeb4e,2026-06-08T08:26:24.695759,okta,login_success,acct-okt-ID-0062-14e17b,ID-0062,90.19.148.247,,user-management,True,False,
evt-addb0204,2026-06-12T12:10:24.695759,okta,login_success,acct-okt-ID-0062-14e17b,ID-0062,109.58.59.116,,sso-apps,True,False,
