entitlement_id,person_id,acct_id,platform,role_id,role_name,is_admin_role,permission_id,resource,action,privilege_level,is_sensitive,granted_at
ENT-000367,ID-0079,acct-okt-ID-0079-e22aff,okta,role-okt-003,Everyone,False,perm-okt-00-02,sso-apps,create,write,False,2026-03-09T15:04:07.652383
ENT-000368,ID-0079,acct-okt-ID-0079-e22aff,okta,role-okt-003,Everyone,False,perm-okt-02-03,user-management,delete,admin,True,2026-03-09T15:04:07.652383
ENT-000369,ID-0079,acct-aws-ID-0079-bf1990,aws_iam,role-aws-004,S3ReadOnly,False,perm-aws-04-00,lambda:*,read,read,False,2025-07-15T15:04:07.652383
ENT-000370,ID-0079,acct-aws-ID-0079-bf1990,aws_iam,role-aws-004,S3ReadOnly,False,perm-aws-00-00,s3://prod-data,read,read,False,2025-07-15T15:04:07.652383
ENT-000371,ID-0079,acct-aws-ID-0079-bf1990,aws_iam,role-aws-004,S3ReadOnly,False,perm-aws-01-01,ec2:*,write,write,False,2025-07-15T15:04:07.652383
ENT-000372,ID-0080,acct-sal-ID-0080-c64e1e,salesforce,role-sal-002,Standard User,False,perm-sal-00-02,accounts,create,write,False,2025-09-28T15:04:07.652383
ENT-000373,ID-0080,acct-azu-ID-0080-c5e446,azure_ad,role-azu-004,Guest,False,perm-azu-03-00,conditional-access,read,read,False,2025-06-30T15:04:07.652383
ENT-000374,ID-0080,acct-azu-ID-0080-c5e446,azure_ad,role-azu-004,Guest,False,perm-azu-03-02,conditional-access,create,write,False,2025-06-30T15:04:07.652383
ENT-000375,ID-0080,acct-azu-ID-0080-c5e446,azure_ad,role-azu-004,Guest,False,perm-azu-02-00,aad-users,read,read,False,2025-06-30T15:04:07.652383
ENT-000376,ID-0080,acct-azu-ID-0080-c5e446,azure_ad,role-azu-004,Guest,False,perm-azu-04-00,app-registrations,read,read,False,2025-06-30T15:04:07.652383
ENT-000377,ID-0080,acct-okt-ID-0080-b93b74,okta,role-okt-004,App User,False,perm-okt-03-05,api-tokens,execute,write,False,2026-04-29T15:04:07.652383
ENT-000378,ID-0080,acct-act-ID-0080-ad44a2,active_directory,role-act-004,Remote Desktop Users,False,perm-act-02-00,exchange,read,read,False,2026-05-16T15:04:07.652383
ENT-000379,ID-0081,acct-aws-ID-0081-75f7aa,aws_iam,role-aws-004,S3ReadOnly,False,perm-aws-04-00,lambda:*,read,read,False,2026-04-18T15:04:07.652383
ENT-000380,ID-0081,acct-aws-ID-0081-75f7aa,aws_iam,role-aws-004,S3ReadOnly,False,perm-aws-00-00,s3://prod-data,read,read,False,2026-04-18T15:04:07.652383
ENT-000381,ID-0081,acct-aws-ID-0081-75f7aa,aws_iam,role-aws-004,S3ReadOnly,False,perm-aws-01-01,ec2:*,write,write,False,2026-04-18T15:04:07.652383
ENT-000382,ID-0081,acct-sal-ID-0081-4f8abd,salesforce,role-sal-005,Chatter User,False,perm-sal-02-04,opportunities,admin,admin,True,2026-02-13T15:04:07.652383
ENT-000383,ID-0081,acct-sal-ID-0081-4f8abd,salesforce,role-sal-005,Chatter User,False,perm-sal-00-00,accounts,read,read,False,2026-02-13T15:04:07.652383
ENT-000384,ID-0081,acct-azu-ID-0081-4811e7,azure_ad,role-azu-005,Application Developer,False,perm-azu-00-03,subscriptions,delete,admin,True,2025-09-28T15:04:07.652383
ENT-000385,ID-0082,acct-okt-ID-0082-d43709,okta,role-okt-003,Everyone,False,perm-okt-03-01,api-tokens,write,write,False,2026-01-09T15:04:07.652383
ENT-000386,ID-0082,acct-okt-ID-0082-d43709,okta,role-okt-003,Everyone,False,perm-okt-01-00,mfa-config,read,read,False,2026-01-09T15:04:07.652383
ENT-000387,ID-0082,acct-okt-ID-0082-d43709,okta,role-okt-003,Everyone,False,perm-okt-02-00,user-management,read,read,False,2026-01-09T15:04:07.652383
ENT-000388,ID-0082,acct-okt-ID-0082-d43709,okta,role-okt-003,Everyone,False,perm-okt-00-02,sso-apps,create,write,False,2026-01-09T15:04:07.652383
ENT-000389,ID-0082,acct-okt-ID-0082-d43709,okta,role-okt-003,Everyone,False,perm-okt-02-03,user-management,delete,admin,True,2026-01-09T15:04:07.652383
ENT-000390,ID-0082,acct-ser-ID-0082-d1ae3f,servicenow,role-ser-004,sn_incident_read,False,perm-ser-02-00,cmdb,read,read,False,2026-05-17T15:04:07.652383
ENT-000391,ID-0082,acct-ser-ID-0082-d1ae3f,servicenow,role-ser-004,sn_incident_read,False,perm-ser-00-01,incidents,write,write,False,2026-05-17T15:04:07.652383
ENT-000392,ID-0082,acct-ser-ID-0082-d1ae3f,servicenow,role-ser-004,sn_incident_read,False,perm-ser-00-02,incidents,create,write,False,2026-05-17T15:04:07.652383
ENT-000393,ID-0082,acct-ser-ID-0082-d1ae3f,servicenow,role-ser-004,sn_incident_read,False,perm-ser-01-03,changes,delete,admin,True,2026-05-17T15:04:07.652383
ENT-000394,ID-0082,acct-ser-ID-0082-d1ae3f,servicenow,role-ser-004,sn_incident_read,False,perm-ser-03-00,workflows,read,read,False,2026-05-17T15:04:07.652383
ENT-000395,ID-0083,acct-git-ID-0083-4e7c04,github,role-git-004,Triage,False,perm-git-00-01,repos:private,write,write,False,2026-05-09T15:04:07.652383
ENT-000396,ID-0083,acct-aws-ID-0083-ddb21c,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-04,lambda:*,admin,admin,True,2026-05-18T15:04:07.652383
ENT-000397,ID-0083,acct-ser-ID-0083-d271e8,servicenow,role-ser-005,sn_change_read,False,perm-ser-04-04,service-catalog,admin,admin,True,2025-10-31T15:04:07.652383
ENT-000398,ID-0083,acct-ser-ID-0083-d271e8,servicenow,role-ser-005,sn_change_read,False,perm-ser-03-00,workflows,read,read,False,2025-10-31T15:04:07.652383
ENT-000399,ID-0083,acct-ser-ID-0083-d271e8,servicenow,role-ser-005,sn_change_read,False,perm-ser-02-01,cmdb,write,write,False,2025-10-31T15:04:07.652383
ENT-000400,ID-0083,acct-ser-ID-0083-d271e8,servicenow,role-ser-005,sn_change_read,False,perm-ser-01-00,changes,read,read,False,2025-10-31T15:04:07.652383
ENT-000401,ID-0083,acct-ser-ID-0083-d271e8,servicenow,role-ser-005,sn_change_read,False,perm-ser-04-05,service-catalog,execute,write,False,2025-10-31T15:04:07.652383
ENT-000402,ID-0084,acct-act-ID-0084-06510f,active_directory,role-act-005,DNS Admins,False,perm-act-02-03,exchange,delete,admin,True,2025-09-29T15:04:07.652383
ENT-000403,ID-0084,acct-sal-ID-0084-5b5a32,salesforce,role-sal-003,Read Only,False,perm-sal-01-00,contacts,read,read,False,2025-12-31T15:04:07.652383
ENT-000404,ID-0084,acct-sal-ID-0084-5b5a32,salesforce,role-sal-003,Read Only,False,perm-sal-03-00,reports,read,read,False,2025-12-31T15:04:07.652383
ENT-000405,ID-0085,acct-sal-ID-0085-8c9a4b,salesforce,role-sal-005,Chatter User,False,perm-sal-02-04,opportunities,admin,admin,True,2025-08-31T15:04:07.652383
ENT-000406,ID-0085,acct-sal-ID-0085-8c9a4b,salesforce,role-sal-005,Chatter User,False,perm-sal-00-00,accounts,read,read,False,2025-08-31T15:04:07.652383
ENT-000407,ID-0085,acct-git-ID-0085-696359,github,role-git-002,Member,False,perm-git-02-02,actions,create,write,False,2026-03-21T15:04:07.652383
ENT-000408,ID-0085,acct-git-ID-0085-696359,github,role-git-002,Member,False,perm-git-03-01,packages,write,write,False,2026-03-21T15:04:07.652383
ENT-000409,ID-0085,acct-git-ID-0085-696359,github,role-git-002,Member,False,perm-git-04-01,settings,write,write,False,2026-03-21T15:04:07.652383
ENT-000410,ID-0085,acct-git-ID-0085-696359,github,role-git-002,Member,False,perm-git-03-02,packages,create,write,False,2026-03-21T15:04:07.652383
ENT-000411,ID-0085,acct-act-ID-0085-dbe332,active_directory,role-act-005,DNS Admins,False,perm-act-02-03,exchange,delete,admin,True,2025-09-01T15:04:07.652383
ENT-000412,ID-0086,acct-ser-ID-0086-36a4bb,servicenow,role-ser-004,sn_incident_read,False,perm-ser-02-00,cmdb,read,read,False,2026-01-04T15:04:07.652383
ENT-000413,ID-0086,acct-ser-ID-0086-36a4bb,servicenow,role-ser-004,sn_incident_read,False,perm-ser-00-01,incidents,write,write,False,2026-01-04T15:04:07.652383
ENT-000414,ID-0086,acct-ser-ID-0086-36a4bb,servicenow,role-ser-004,sn_incident_read,False,perm-ser-00-02,incidents,create,write,False,2026-01-04T15:04:07.652383
ENT-000415,ID-0086,acct-ser-ID-0086-36a4bb,servicenow,role-ser-004,sn_incident_read,False,perm-ser-01-03,changes,delete,admin,True,2026-01-04T15:04:07.652383
ENT-000416,ID-0086,acct-ser-ID-0086-36a4bb,servicenow,role-ser-004,sn_incident_read,False,perm-ser-03-00,workflows,read,read,False,2026-01-04T15:04:07.652383
ENT-000417,ID-0086,acct-git-ID-0086-6e0eb3,github,role-git-003,Collaborator,False,perm-git-04-02,settings,create,write,False,2025-08-06T15:04:07.652383
ENT-000418,ID-0087,acct-sal-ID-0087-b46106,salesforce,role-sal-003,Read Only,False,perm-sal-01-00,contacts,read,read,False,2025-07-30T15:04:07.652383
ENT-000419,ID-0087,acct-sal-ID-0087-b46106,salesforce,role-sal-003,Read Only,False,perm-sal-03-00,reports,read,read,False,2025-07-30T15:04:07.652383
ENT-000420,ID-0087,acct-git-ID-0087-964175,github,role-git-003,Collaborator,False,perm-git-04-02,settings,create,write,False,2026-02-19T15:04:07.652383
ENT-000421,ID-0088,acct-act-ID-0088-3e5502,active_directory,role-act-004,Remote Desktop Users,False,perm-act-02-00,exchange,read,read,False,2026-05-13T15:04:07.652383
ENT-000422,ID-0088,acct-azu-ID-0088-aeebd8,azure_ad,role-azu-005,Application Developer,False,perm-azu-00-03,subscriptions,delete,admin,True,2026-01-22T15:04:07.652383
ENT-000423,ID-0089,acct-okt-ID-0089-c6080a,okta,role-okt-003,Everyone,False,perm-okt-03-01,api-tokens,write,write,False,2025-11-02T15:04:07.652383
ENT-000424,ID-0089,acct-okt-ID-0089-c6080a,okta,role-okt-003,Everyone,False,perm-okt-01-00,mfa-config,read,read,False,2025-11-02T15:04:07.652383
ENT-000425,ID-0089,acct-okt-ID-0089-c6080a,okta,role-okt-003,Everyone,False,perm-okt-02-00,user-management,read,read,False,2025-11-02T15:04:07.652383
ENT-000426,ID-0089,acct-okt-ID-0089-c6080a,okta,role-okt-003,Everyone,False,perm-okt-00-02,sso-apps,create,write,False,2025-11-02T15:04:07.652383
ENT-000427,ID-0089,acct-okt-ID-0089-c6080a,okta,role-okt-003,Everyone,False,perm-okt-02-03,user-management,delete,admin,True,2025-11-02T15:04:07.652383
ENT-000428,ID-0089,acct-aws-ID-0089-f6cde0,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-02-03,iam:*,delete,admin,True,2026-01-14T15:04:07.652383
ENT-000429,ID-0089,acct-aws-ID-0089-f6cde0,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-02-01,iam:*,write,write,False,2026-01-14T15:04:07.652383
ENT-000430,ID-0089,acct-aws-ID-0089-f6cde0,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-01,s3://prod-data,write,write,False,2026-01-14T15:04:07.652383
ENT-000431,ID-0089,acct-azu-ID-0089-53d387,azure_ad,role-azu-004,Guest,False,perm-azu-03-00,conditional-access,read,read,False,2025-06-25T15:04:07.652383
ENT-000432,ID-0089,acct-azu-ID-0089-53d387,azure_ad,role-azu-004,Guest,False,perm-azu-03-02,conditional-access,create,write,False,2025-06-25T15:04:07.652383
ENT-000433,ID-0089,acct-azu-ID-0089-53d387,azure_ad,role-azu-004,Guest,False,perm-azu-02-00,aad-users,read,read,False,2025-06-25T15:04:07.652383
ENT-000434,ID-0089,acct-azu-ID-0089-53d387,azure_ad,role-azu-004,Guest,False,perm-azu-04-00,app-registrations,read,read,False,2025-06-25T15:04:07.652383
ENT-000435,ID-0090,acct-sal-ID-0090-6f5842,salesforce,role-sal-005,Chatter User,False,perm-sal-02-04,opportunities,admin,admin,True,2025-11-01T15:04:07.652383
ENT-000436,ID-0090,acct-sal-ID-0090-6f5842,salesforce,role-sal-005,Chatter User,False,perm-sal-00-00,accounts,read,read,False,2025-11-01T15:04:07.652383
ENT-000437,ID-0090,acct-azu-ID-0090-a97305,azure_ad,role-azu-005,Application Developer,False,perm-azu-00-03,subscriptions,delete,admin,True,2026-05-20T15:04:07.652383
ENT-000438,ID-0091,acct-sal-ID-0091-8e9e10,salesforce,role-sal-004,Marketing User,False,perm-sal-03-02,reports,create,write,False,2025-11-05T15:04:07.652383
ENT-000439,ID-0091,acct-sal-ID-0091-8e9e10,salesforce,role-sal-004,Marketing User,False,perm-sal-01-01,contacts,write,write,False,2025-11-05T15:04:07.652383
ENT-000440,ID-0091,acct-sal-ID-0091-8e9e10,salesforce,role-sal-004,Marketing User,False,perm-sal-02-04,opportunities,admin,admin,True,2025-11-05T15:04:07.652383
ENT-000441,ID-0091,acct-sal-ID-0091-8e9e10,salesforce,role-sal-004,Marketing User,False,perm-sal-00-01,accounts,write,write,False,2025-11-05T15:04:07.652383
ENT-000442,ID-0091,acct-ser-ID-0091-6a65f8,servicenow,role-ser-003,itil,False,perm-ser-04-00,service-catalog,read,read,False,2025-11-30T15:04:07.652383
ENT-000443,ID-0091,acct-ser-ID-0091-6a65f8,servicenow,role-ser-003,itil,False,perm-ser-01-00,changes,read,read,False,2025-11-30T15:04:07.652383
ENT-000444,ID-0091,acct-act-ID-0091-1d5152,active_directory,role-act-003,Domain User,False,perm-act-02-01,exchange,write,write,False,2026-01-28T15:04:07.652383
ENT-000445,ID-0091,acct-act-ID-0091-1d5152,active_directory,role-act-003,Domain User,False,perm-act-04-01,gpo,write,write,False,2026-01-28T15:04:07.652383
ENT-000446,ID-0091,acct-act-ID-0091-1d5152,active_directory,role-act-003,Domain User,False,perm-act-02-00,exchange,read,read,False,2026-01-28T15:04:07.652383
ENT-000447,ID-0091,acct-act-ID-0091-1d5152,active_directory,role-act-003,Domain User,False,perm-act-02-03,exchange,delete,admin,True,2026-01-28T15:04:07.652383
ENT-000448,ID-0092,acct-okt-ID-0092-3086ce,okta,role-okt-003,Everyone,False,perm-okt-03-01,api-tokens,write,write,False,2025-07-26T15:04:07.652383
ENT-000449,ID-0092,acct-okt-ID-0092-3086ce,okta,role-okt-003,Everyone,False,perm-okt-01-00,mfa-config,read,read,False,2025-07-26T15:04:07.652383
ENT-000450,ID-0092,acct-okt-ID-0092-3086ce,okta,role-okt-003,Everyone,False,perm-okt-02-00,user-management,read,read,False,2025-07-26T15:04:07.652383
ENT-000451,ID-0092,acct-okt-ID-0092-3086ce,okta,role-okt-003,Everyone,False,perm-okt-00-02,sso-apps,create,write,False,2025-07-26T15:04:07.652383
ENT-000452,ID-0092,acct-okt-ID-0092-3086ce,okta,role-okt-003,Everyone,False,perm-okt-02-03,user-management,delete,admin,True,2025-07-26T15:04:07.652383
ENT-000453,ID-0092,acct-ser-ID-0092-95bb8b,servicenow,role-ser-003,itil,False,perm-ser-04-00,service-catalog,read,read,False,2025-10-06T15:04:07.652383
ENT-000454,ID-0092,acct-ser-ID-0092-95bb8b,servicenow,role-ser-003,itil,False,perm-ser-01-00,changes,read,read,False,2025-10-06T15:04:07.652383
ENT-000455,ID-0092,acct-git-ID-0092-3bbca2,github,role-git-003,Collaborator,False,perm-git-04-02,settings,create,write,False,2026-01-28T15:04:07.652383
ENT-000456,ID-0093,acct-azu-ID-0093-d7e7c9,azure_ad,role-azu-005,Application Developer,False,perm-azu-00-03,subscriptions,delete,admin,True,2026-02-28T15:04:07.652383
ENT-000457,ID-0093,acct-act-ID-0093-abb95f,active_directory,role-act-004,Remote Desktop Users,False,perm-act-02-00,exchange,read,read,False,2025-08-22T15:04:07.652383
ENT-000458,ID-0094,acct-azu-ID-0094-248f0a,azure_ad,role-azu-004,Guest,False,perm-azu-03-00,conditional-access,read,read,False,2026-06-10T15:04:07.652383
ENT-000459,ID-0094,acct-azu-ID-0094-248f0a,azure_ad,role-azu-004,Guest,False,perm-azu-03-02,conditional-access,create,write,False,2026-06-10T15:04:07.652383
ENT-000460,ID-0094,acct-azu-ID-0094-248f0a,azure_ad,role-azu-004,Guest,False,perm-azu-02-00,aad-users,read,read,False,2026-06-10T15:04:07.652383
ENT-000461,ID-0094,acct-azu-ID-0094-248f0a,azure_ad,role-azu-004,Guest,False,perm-azu-04-00,app-registrations,read,read,False,2026-06-10T15:04:07.652383
ENT-000462,ID-0094,acct-okt-ID-0094-4c8546,okta,role-okt-004,App User,False,perm-okt-03-05,api-tokens,execute,write,False,2025-12-28T15:04:07.652383
ENT-000463,ID-0094,acct-git-ID-0094-564819,github,role-git-002,Member,False,perm-git-02-02,actions,create,write,False,2026-04-25T15:04:07.652383
ENT-000464,ID-0094,acct-git-ID-0094-564819,github,role-git-002,Member,False,perm-git-03-01,packages,write,write,False,2026-04-25T15:04:07.652383
ENT-000465,ID-0094,acct-git-ID-0094-564819,github,role-git-002,Member,False,perm-git-04-01,settings,write,write,False,2026-04-25T15:04:07.652383
ENT-000466,ID-0094,acct-git-ID-0094-564819,github,role-git-002,Member,False,perm-git-03-02,packages,create,write,False,2026-04-25T15:04:07.652383
ENT-000467,ID-0094,acct-aws-ID-0094-9d3efa,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-02-03,iam:*,delete,admin,True,2025-12-30T15:04:07.652383
ENT-000468,ID-0094,acct-aws-ID-0094-9d3efa,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-02-01,iam:*,write,write,False,2025-12-30T15:04:07.652383
ENT-000469,ID-0094,acct-aws-ID-0094-9d3efa,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-01,s3://prod-data,write,write,False,2025-12-30T15:04:07.652383
ENT-000470,ID-0095,acct-ser-ID-0095-5d9666,servicenow,role-ser-004,sn_incident_read,False,perm-ser-02-00,cmdb,read,read,False,2025-12-20T15:04:07.652383
ENT-000471,ID-0095,acct-ser-ID-0095-5d9666,servicenow,role-ser-004,sn_incident_read,False,perm-ser-00-01,incidents,write,write,False,2025-12-20T15:04:07.652383
ENT-000472,ID-0095,acct-ser-ID-0095-5d9666,servicenow,role-ser-004,sn_incident_read,False,perm-ser-00-02,incidents,create,write,False,2025-12-20T15:04:07.652383
ENT-000473,ID-0095,acct-ser-ID-0095-5d9666,servicenow,role-ser-004,sn_incident_read,False,perm-ser-01-03,changes,delete,admin,True,2025-12-20T15:04:07.652383
ENT-000474,ID-0095,acct-ser-ID-0095-5d9666,servicenow,role-ser-004,sn_incident_read,False,perm-ser-03-00,workflows,read,read,False,2025-12-20T15:04:07.652383
ENT-000475,ID-0095,acct-sal-ID-0095-48946e,salesforce,role-sal-003,Read Only,False,perm-sal-01-00,contacts,read,read,False,2025-08-31T15:04:07.652383
ENT-000476,ID-0095,acct-sal-ID-0095-48946e,salesforce,role-sal-003,Read Only,False,perm-sal-03-00,reports,read,read,False,2025-08-31T15:04:07.652383
ENT-000477,ID-0095,acct-okt-ID-0095-05d395,okta,role-okt-005,Help Desk Admin,False,perm-okt-02-00,user-management,read,read,False,2026-02-27T15:04:07.652383
ENT-000478,ID-0095,acct-okt-ID-0095-05d395,okta,role-okt-005,Help Desk Admin,False,perm-okt-03-05,api-tokens,execute,write,False,2026-02-27T15:04:07.652383
ENT-000479,ID-0095,acct-okt-ID-0095-05d395,okta,role-okt-005,Help Desk Admin,False,perm-okt-00-00,sso-apps,read,read,False,2026-02-27T15:04:07.652383
ENT-000480,ID-0095,acct-okt-ID-0095-05d395,okta,role-okt-005,Help Desk Admin,False,perm-okt-00-02,sso-apps,create,write,False,2026-02-27T15:04:07.652383
ENT-000481,ID-0095,acct-okt-ID-0095-05d395,okta,role-okt-005,Help Desk Admin,False,perm-okt-04-03,policies,delete,admin,True,2026-02-27T15:04:07.652383
ENT-000482,ID-0096,acct-act-ID-0096-c6a82c,active_directory,role-act-005,DNS Admins,False,perm-act-02-03,exchange,delete,admin,True,2026-02-13T15:04:07.652383
ENT-000483,ID-0096,acct-azu-ID-0096-e69229,azure_ad,role-azu-003,User,False,perm-azu-03-01,conditional-access,write,write,False,2026-03-27T15:04:07.652383
ENT-000484,ID-0096,acct-azu-ID-0096-e69229,azure_ad,role-azu-003,User,False,perm-azu-00-02,subscriptions,create,write,False,2026-03-27T15:04:07.652383
ENT-000485,ID-0096,acct-aws-ID-0096-93ca0a,aws_iam,role-aws-006,EC2Viewer,False,perm-aws-04-03,lambda:*,delete,admin,True,2025-07-22T15:04:07.652383
ENT-000486,ID-0096,acct-aws-ID-0096-93ca0a,aws_iam,role-aws-006,EC2Viewer,False,perm-aws-01-00,ec2:*,read,read,False,2025-07-22T15:04:07.652383
ENT-000487,ID-0096,acct-git-ID-0096-dbbbe1,github,role-git-002,Member,False,perm-git-02-02,actions,create,write,False,2026-04-28T15:04:07.652383
ENT-000488,ID-0096,acct-git-ID-0096-dbbbe1,github,role-git-002,Member,False,perm-git-03-01,packages,write,write,False,2026-04-28T15:04:07.652383
ENT-000489,ID-0096,acct-git-ID-0096-dbbbe1,github,role-git-002,Member,False,perm-git-04-01,settings,write,write,False,2026-04-28T15:04:07.652383
ENT-000490,ID-0096,acct-git-ID-0096-dbbbe1,github,role-git-002,Member,False,perm-git-03-02,packages,create,write,False,2026-04-28T15:04:07.652383
ENT-000491,ID-0097,acct-act-ID-0097-ab2bd0,active_directory,role-act-005,DNS Admins,False,perm-act-02-03,exchange,delete,admin,True,2026-05-24T15:04:07.652383
ENT-000492,ID-0097,acct-git-ID-0097-5f9882,github,role-git-002,Member,False,perm-git-02-02,actions,create,write,False,2026-02-05T15:04:07.652383
ENT-000493,ID-0097,acct-git-ID-0097-5f9882,github,role-git-002,Member,False,perm-git-03-01,packages,write,write,False,2026-02-05T15:04:07.652383
ENT-000494,ID-0097,acct-git-ID-0097-5f9882,github,role-git-002,Member,False,perm-git-04-01,settings,write,write,False,2026-02-05T15:04:07.652383
ENT-000495,ID-0097,acct-git-ID-0097-5f9882,github,role-git-002,Member,False,perm-git-03-02,packages,create,write,False,2026-02-05T15:04:07.652383
ENT-000496,ID-0097,acct-ser-ID-0097-8a797f,servicenow,role-ser-004,sn_incident_read,False,perm-ser-02-00,cmdb,read,read,False,2026-04-03T15:04:07.652383
ENT-000497,ID-0097,acct-ser-ID-0097-8a797f,servicenow,role-ser-004,sn_incident_read,False,perm-ser-00-01,incidents,write,write,False,2026-04-03T15:04:07.652383
ENT-000498,ID-0097,acct-ser-ID-0097-8a797f,servicenow,role-ser-004,sn_incident_read,False,perm-ser-00-02,incidents,create,write,False,2026-04-03T15:04:07.652383
ENT-000499,ID-0097,acct-ser-ID-0097-8a797f,servicenow,role-ser-004,sn_incident_read,False,perm-ser-01-03,changes,delete,admin,True,2026-04-03T15:04:07.652383
ENT-000500,ID-0097,acct-ser-ID-0097-8a797f,servicenow,role-ser-004,sn_incident_read,False,perm-ser-03-00,workflows,read,read,False,2026-04-03T15:04:07.652383
ENT-000501,ID-0097,acct-aws-ID-0097-0792f7,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-02-03,iam:*,delete,admin,True,2025-08-04T15:04:07.652383
ENT-000502,ID-0097,acct-aws-ID-0097-0792f7,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-02-01,iam:*,write,write,False,2025-08-04T15:04:07.652383
ENT-000503,ID-0097,acct-aws-ID-0097-0792f7,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-01,s3://prod-data,write,write,False,2025-08-04T15:04:07.652383
ENT-000504,ID-0098,acct-sal-ID-0098-77f81c,salesforce,role-sal-001,Modify All Data,True,perm-sal-04-01,setup,write,write,False,2025-10-25T15:04:07.652383
ENT-000505,ID-0099,acct-ser-ID-0099-96c749,servicenow,role-ser-002,itil_admin,True,perm-ser-00-02,incidents,create,write,False,2025-09-19T15:04:07.652383
ENT-000506,ID-0099,acct-ser-ID-0099-96c749,servicenow,role-ser-002,itil_admin,True,perm-ser-01-02,changes,create,write,False,2025-09-19T15:04:07.652383
ENT-000507,ID-0099,acct-ser-ID-0099-96c749,servicenow,role-ser-002,itil_admin,True,perm-ser-04-05,service-catalog,execute,write,False,2025-09-19T15:04:07.652383
ENT-000508,ID-0099,acct-ser-ID-0099-96c749,servicenow,role-ser-002,itil_admin,True,perm-ser-02-02,cmdb,create,write,False,2025-09-19T15:04:07.652383
ENT-000509,ID-0099,acct-ser-ID-0099-96c749,servicenow,role-ser-002,itil_admin,True,perm-ser-00-01,incidents,write,write,False,2025-09-19T15:04:07.652383
ENT-000510,ID-0100,acct-azu-ID-0100-07f8c2,azure_ad,role-azu-000,Global Administrator,True,perm-azu-04-02,app-registrations,create,write,False,2026-02-08T15:04:07.652383
ENT-000511,ID-0100,acct-azu-ID-0100-07f8c2,azure_ad,role-azu-000,Global Administrator,True,perm-azu-02-00,aad-users,read,read,False,2026-02-08T15:04:07.652383
ENT-000512,ID-0100,acct-azu-ID-0100-07f8c2,azure_ad,role-azu-000,Global Administrator,True,perm-azu-03-01,conditional-access,write,write,False,2026-02-08T15:04:07.652383
ENT-000513,ID-0100,acct-azu-ID-0100-07f8c2,azure_ad,role-azu-000,Global Administrator,True,perm-azu-03-02,conditional-access,create,write,False,2026-02-08T15:04:07.652383
ENT-000514,ID-0100,acct-azu-ID-0100-07f8c2,azure_ad,role-azu-000,Global Administrator,True,perm-azu-02-01,aad-users,write,write,False,2026-02-08T15:04:07.652383
ENT-000515,ID-0101,acct-git-ID-0101-6d4d86,github,role-git-000,Owner,True,perm-git-04-00,settings,read,read,False,2025-07-20T15:04:07.652383
ENT-000516,ID-0101,acct-git-ID-0101-6d4d86,github,role-git-000,Owner,True,perm-git-03-03,packages,delete,admin,True,2025-07-20T15:04:07.652383
ENT-000517,ID-0101,acct-git-ID-0101-6d4d86,github,role-git-000,Owner,True,perm-git-01-03,repos:public,delete,admin,True,2025-07-20T15:04:07.652383
ENT-000518,ID-0101,acct-git-ID-0101-6d4d86,github,role-git-000,Owner,True,perm-git-04-01,settings,write,write,False,2025-07-20T15:04:07.652383
ENT-000519,ID-0101,acct-git-ID-0101-6d4d86,github,role-git-000,Owner,True,perm-git-03-01,packages,write,write,False,2025-07-20T15:04:07.652383
ENT-000520,ID-0102,acct-sal-ID-0102-f6e0fd,salesforce,role-sal-000,System Administrator,True,perm-sal-01-02,contacts,create,write,False,2025-06-25T15:04:07.652383
ENT-000521,ID-0102,acct-sal-ID-0102-f6e0fd,salesforce,role-sal-000,System Administrator,True,perm-sal-00-02,accounts,create,write,False,2025-06-25T15:04:07.652383
ENT-000522,ID-0102,acct-sal-ID-0102-f6e0fd,salesforce,role-sal-000,System Administrator,True,perm-sal-03-01,reports,write,write,False,2025-06-25T15:04:07.652383
ENT-000523,ID-0102,acct-sal-ID-0102-f6e0fd,salesforce,role-sal-000,System Administrator,True,perm-sal-00-03,accounts,delete,admin,True,2025-06-25T15:04:07.652383
ENT-000524,ID-0102,acct-ser-ID-0102-4f77b2,servicenow,role-ser-001,security_admin,True,perm-ser-04-04,service-catalog,admin,admin,True,2025-08-20T15:04:07.652383
ENT-000525,ID-0102,acct-ser-ID-0102-4f77b2,servicenow,role-ser-001,security_admin,True,perm-ser-04-05,service-catalog,execute,write,False,2025-08-20T15:04:07.652383
ENT-000526,ID-0102,acct-ser-ID-0102-4f77b2,servicenow,role-ser-001,security_admin,True,perm-ser-01-02,changes,create,write,False,2025-08-20T15:04:07.652383
ENT-000527,ID-0102,acct-ser-ID-0102-4f77b2,servicenow,role-ser-001,security_admin,True,perm-ser-00-00,incidents,read,read,False,2025-08-20T15:04:07.652383
